helics_simulation_time,gridP,cooSea,T_DHWSetpoint,TimeOfDay,Occupation[1],TSetPoiZon[1],TSetPoiZonSelCon[1],Occupation[2],TSetPoiZon[2],TSetPoiZonSelCon[2],Occupation[3],TSetPoiZon[3],TSetPoiZonSelCon[3]
45390.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45400.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45410.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45420.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45430.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45440.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45450.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45460.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45470.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45480.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45490.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45500.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45510.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45520.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45530.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45540.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45550.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45560.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45570.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45580.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45590.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45600.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45610.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45620.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45630.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45640.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45650.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45660.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45670.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45680.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45690.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45700.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45710.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45720.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45730.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45740.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45750.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45760.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45770.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45780.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45790.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45800.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45810.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45820.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45830.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45840.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45850.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45860.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45870.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45880.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45890.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45900.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45910.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45920.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45930.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45940.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45950.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45960.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45970.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45980.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
45990.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46000.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46010.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46020.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46030.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46040.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46050.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46060.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46070.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46080.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46090.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46100.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46110.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46120.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46130.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46140.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46150.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46160.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46170.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46180.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46190.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46200.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46210.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46220.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46230.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46240.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46250.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46260.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46270.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46280.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46290.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46300.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46310.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46320.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46330.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46340.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46350.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46360.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46370.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46380.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46390.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46400.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46410.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46420.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46430.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46440.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46450.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46460.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46470.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46480.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46490.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46500.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46510.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46520.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46530.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46540.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46550.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46560.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46570.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46580.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46590.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46600.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46610.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46620.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46630.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46640.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46650.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46660.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46670.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46680.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46690.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46700.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46710.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46720.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46730.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46740.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46750.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46760.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46770.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46780.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46790.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46800.0,0.0,False,318.15,12,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46810.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46820.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46830.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46840.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46850.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46860.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46870.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46880.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46890.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46900.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46910.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46920.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46930.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46940.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46950.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46960.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46970.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46980.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
46990.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47000.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47010.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47020.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47030.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47040.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47050.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47060.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47070.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47080.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47090.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47100.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47110.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47120.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47130.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47140.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47150.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47160.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47170.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47180.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47190.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47200.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47210.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47220.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47230.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47240.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47250.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47260.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47270.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47280.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47290.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47300.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47310.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47320.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47330.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47340.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47350.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47360.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47370.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47380.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47390.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47400.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47410.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47420.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47430.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47440.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47450.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47460.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47470.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47480.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47490.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47500.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47510.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47520.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47530.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47540.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47550.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47560.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47570.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47580.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47590.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47600.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47610.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47620.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47630.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47640.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47650.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47660.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47670.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47680.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47690.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47700.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47710.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47720.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47730.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47740.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47750.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47760.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47770.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47780.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47790.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47800.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47810.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47820.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47830.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47840.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47850.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47860.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47870.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47880.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47890.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47900.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47910.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47920.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47930.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47940.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47950.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47960.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47970.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47980.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
47990.0,0.0,False,318.15,13,0.0,291.15,294.15,0.0,291.15,294.15,0.0,283.15,294.15
